fold,epoch,lr,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc,val_sens,val_spec,val_prec,val_npv,val_mcc,val_kappa,epoch_time_s
5,27,4.373e-05,0.024902,0.99089,0.048574,0.987276,0.987394,0.999335,0.996561,0.977992,0.978393,0.996496,0.974721,0.974553,44.06
5,28,4.063e-05,0.022728,0.992523,0.04629,0.985213,0.985379,0.999446,0.996561,0.973865,0.974445,0.996481,0.970676,0.970426,43.8
5,29,3.757e-05,0.022884,0.992437,0.058611,0.979711,0.980061,0.999509,0.997249,0.962173,0.963455,0.997149,0.960013,0.959422,44.52
5,30,3.455e-05,0.018343,0.993984,0.050068,0.983494,0.98374,0.999707,0.998624,0.968363,0.969292,0.998582,0.967431,0.966988,43.77
5,31,3.159e-05,0.017029,0.993812,0.067094,0.980399,0.98075,0.999329,0.998624,0.962173,0.963504,0.998572,0.961437,0.960798,44.72
5,32,2.871e-05,0.017336,0.994156,0.06198,0.982118,0.982432,0.999631,1.0,0.964237,0.965471,1.0,0.964854,0.964237,45.43
5,33,2.591e-05,0.018297,0.994242,0.058125,0.982462,0.982741,0.999649,0.998624,0.9663,0.967355,0.998579,0.965429,0.964924,43.65
5,34,2.321e-05,0.016714,0.993984,0.04956,0.982118,0.982349,0.999603,0.995186,0.969051,0.969839,0.995056,0.964566,0.964237,44.07
5,35,2.061e-05,0.014069,0.995015,0.033657,0.988652,0.988749,0.999784,0.997249,0.980055,0.980392,0.997201,0.977448,0.977304,45.03
5,36,1.813e-05,0.012186,0.995617,0.061089,0.980399,0.980724,0.999645,0.997249,0.963549,0.964737,0.997153,0.961344,0.960798,44.18
5,37,1.577e-05,0.013323,0.995187,0.058889,0.981087,0.981413,0.999747,0.998624,0.963549,0.964784,0.998574,0.962766,0.962173,43.73
5,38,1.355e-05,0.009752,0.996476,0.049939,0.985901,0.986059,0.999638,0.997249,0.974553,0.975118,0.997185,0.972052,0.971802,43.81
5,39,1.147e-05,0.010151,0.996476,0.057859,0.984182,0.984386,0.999684,0.997249,0.971114,0.97185,0.997175,0.968694,0.968363,44.18
5,40,9.55e-06,0.009403,0.997164,0.063286,0.981774,0.982101,0.999713,1.0,0.963549,0.964831,1.0,0.96419,0.963549,44.21
5,41,7.78e-06,0.010964,0.996734,0.063881,0.981431,0.98172,0.999606,0.997249,0.965612,0.966667,0.997159,0.963343,0.962861,45.19
5,42,6.18e-06,0.008868,0.996648,0.045808,0.986245,0.986413,0.999735,0.998624,0.973865,0.974497,0.99859,0.972788,0.97249,44.22
5,43,4.76e-06,0.007347,0.997336,0.062604,0.98315,0.983407,0.999654,0.998624,0.967675,0.968646,0.998581,0.966763,0.9663,43.59
5,44,3.51e-06,0.006674,0.997422,0.053239,0.984525,0.984761,0.999802,1.0,0.969051,0.96998,1.0,0.969515,0.969051,43.2
5,45,2.45e-06,0.008104,0.996906,0.058493,0.982462,0.982741,0.999808,0.998624,0.9663,0.967355,0.998579,0.965429,0.964924,43.97
5,46,1.57e-06,0.007589,0.997336,0.056582,0.982806,0.983074,0.999711,0.998624,0.966988,0.968,0.99858,0.966096,0.965612,45.25
5,47,8.9e-07,0.008263,0.99725,0.05784,0.984869,0.985095,0.999765,1.0,0.969739,0.970628,1.0,0.970183,0.969739,44.63
5,48,3.9e-07,0.009183,0.99725,0.056049,0.982806,0.983074,0.99978,0.998624,0.966988,0.968,0.99858,0.966096,0.965612,43.75
5,49,1e-07,0.007199,0.997766,0.051663,0.986245,0.986413,0.999772,0.998624,0.973865,0.974497,0.99859,0.972788,0.97249,44.09
5,50,0.0,0.007993,0.997164,0.053792,0.985213,0.985429,0.999753,1.0,0.970426,0.971276,1.0,0.970851,0.970426,43.71
